Admin_Unit_Code,Sub_Unit_Code,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt,Time Of Day,Temperature Category,Humidity Category
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,7.50,Visualization,,TRUE,Tree Swallow,Tachycineta bicolor,178431,87391,TRES,FALSE,FALSE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,High
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,5.00,Visualization,,TRUE,Barn Swallow,Hirundo rustica,178448,87409,BARS,FALSE,FALSE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,High
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,5.00,Visualization,<= 50 Meters,FALSE,American Goldfinch,Carduelis tristis,179236,95286,AMGO,FALSE,FALSE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,High
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,7.50,Visualization,,TRUE,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,High
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,10.00,Calling,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,High
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,2.50,Singing,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,High
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,High
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,2.50,Visualization,,TRUE,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,High
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,2.50,Calling,50 - 100 Meters,FALSE,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,High
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,2.50,Singing,50 - 100 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,High
ANTI,NA,ANTI-0161,Grassland,2018,2018-05-23,07:08:00,07:18:00,Brian Swimelar,1,2.50,Visualization,50 - 100 Meters,FALSE,American Goldfinch,Carduelis tristis,179236,95286,AMGO,FALSE,FALSE,27.10,71.10,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,High
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,10.00,Visualization,<= 50 Meters,FALSE,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,2.50,Visualization,<= 50 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,2.50,Singing,50 - 100 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,10.00,Singing,<= 50 Meters,FALSE,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,10.00,Calling,<= 50 Meters,FALSE,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,7.50,Calling,<= 50 Meters,FALSE,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,7.50,Singing,<= 50 Meters,FALSE,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,5.00,Visualization,<= 50 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,5.00,Calling,<= 50 Meters,FALSE,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,5.00,Visualization,<= 50 Meters,FALSE,Orchard Oriole,Icterus spurius,179064,93634,OROR,FALSE,FALSE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,5.00,Visualization,<= 50 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0153,Grassland,2018,2018-05-23,06:08:00,06:18:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,26.70,62.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,10.00,Visualization,<= 50 Meters,FALSE,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,10.00,Visualization,,TRUE,American Goldfinch,Carduelis tristis,179236,95286,AMGO,FALSE,FALSE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,2.50,Visualization,<= 50 Meters,FALSE,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,2.50,Visualization,<= 50 Meters,FALSE,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,2.50,Visualization,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,7.50,Singing,<= 50 Meters,FALSE,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,7.50,Visualization,,TRUE,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,FALSE,FALSE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,7.50,Visualization,,TRUE,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,2.50,Visualization,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,5.00,Singing,50 - 100 Meters,FALSE,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0160,Grassland,2018,2018-05-23,06:46:00,06:56:00,Brian Swimelar,1,5.00,Singing,50 - 100 Meters,FALSE,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,26.00,65.50,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0148,Grassland,2018,2018-05-23,05:30:00,05:40:00,Brian Swimelar,1,5.00,Singing,50 - 100 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,24.30,65.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0148,Grassland,2018,2018-05-23,05:30:00,05:40:00,Brian Swimelar,1,5.00,Singing,<= 50 Meters,FALSE,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,24.30,65.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0148,Grassland,2018,2018-05-23,05:30:00,05:40:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,24.30,65.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI-0148,Grassland,2018,2018-05-23,05:30:00,05:40:00,Brian Swimelar,1,2.50,Singing,50 - 100 Meters,FALSE,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,24.30,65.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI-0148,Grassland,2018,2018-05-23,05:30:00,05:40:00,Brian Swimelar,1,7.50,Singing,50 - 100 Meters,FALSE,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,24.30,65.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0148,Grassland,2018,2018-05-23,05:30:00,05:40:00,Brian Swimelar,1,10.00,Singing,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,24.30,65.30,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,10.00,Calling,<= 50 Meters,FALSE,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,7.50,Singing,<= 50 Meters,FALSE,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,10.00,Singing,<= 50 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,7.50,Visualization,,TRUE,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,7.50,Visualization,50 - 100 Meters,FALSE,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,10.00,Visualization,,TRUE,Barn Swallow,Hirundo rustica,178448,87409,BARS,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,5.00,Singing,50 - 100 Meters,FALSE,Pine Warbler,Setophaga pinus,950045,890952,PIWA,FALSE,TRUE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,5.00,Singing,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,2.50,Calling,50 - 100 Meters,FALSE,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,2.50,Calling,<= 50 Meters,FALSE,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI-0147,Grassland,2018,2018-05-23,05:49:00,05:59:00,Brian Swimelar,1,10.00,Visualization,<= 50 Meters,FALSE,American Goldfinch,Carduelis tristis,179236,95286,AMGO,FALSE,FALSE,24.00,66.70,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,2.50,Singing,50 - 100 Meters,FALSE,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,10.00,Visualization,,TRUE,Turkey Vulture,Cathartes aura,175265,79468,TUVU,FALSE,FALSE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,10.00,Singing,50 - 100 Meters,FALSE,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,10.00,Calling,50 - 100 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,10.00,Visualization,<= 50 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,7.50,Singing,50 - 100 Meters,FALSE,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,5.00,Singing,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,10.00,Singing,<= 50 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,5.00,Singing,<= 50 Meters,FALSE,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,FALSE,FALSE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,7.50,Calling,50 - 100 Meters,FALSE,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,2.50,Singing,50 - 100 Meters,FALSE,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0199,Grassland,2018,2018-05-24,09:35:00,09:45:00,Brian Swimelar,1,5.00,Singing,50 - 100 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,29.00,55.00,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0182,Grassland,2018,2018-05-24,08:18:00,08:28:00,Brian Swimelar,1,5.00,Singing,<= 50 Meters,FALSE,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,29.20,49.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI-0182,Grassland,2018,2018-05-24,08:18:00,08:28:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,29.20,49.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0182,Grassland,2018,2018-05-24,08:18:00,08:28:00,Brian Swimelar,1,2.50,Visualization,<= 50 Meters,FALSE,European Starling,Sturnus vulgaris,179637,86204,EUST,FALSE,FALSE,29.20,49.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0182,Grassland,2018,2018-05-24,08:18:00,08:28:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,FALSE,FALSE,29.20,49.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI-0182,Grassland,2018,2018-05-24,08:18:00,08:28:00,Brian Swimelar,1,2.50,Singing,<= 50 Meters,FALSE,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,29.20,49.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE,Morning,Hot,Medium
